Norm I/I0,time Corrected (ps)
4.25934E-11,-155.175
1.93201E-11,-155.075
7.36407E-12,-154.975
1.85687E-11,-154.875
3.04716E-11,-154.775
4.00875E-11,-154.675
1.75803E-11,-154.575
4.12179E-11,-154.475
3.6573E-11,-154.375
3.61805E-11,-154.275
1.89143E-11,-154.175
1.52789E-11,-154.075
4.91602E-12,-153.975
3.94694E-11,-153.875
1.59336E-11,-153.775
1.13185E-11,-153.675
2.106E-11,-153.575
1.17109E-11,-153.475
4.67508E-11,-153.375
2.41381E-11,-153.275
2.8613E-11,-153.175
5.84586E-12,-153.075
3.50167E-11,-152.975
2.08794E-11,-152.875
2.39954E-11,-152.775
1.79194E-11,-152.675
1.00756E-11,-152.575
3.66226E-11,-152.475
8.97897E-12,-152.375
2.55032E-11,-152.275
4.24716E-11,-152.175
4.09686E-11,-152.075
2.87599E-11,-151.975
9.21127E-12,-151.875
5.0087E-12,-151.775
5.99539E-12,-151.675
2.84074E-11,-151.575
8.79902E-12,-151.475
3.85742E-11,-151.375
3.36271E-11,-151.275
1.98718E-11,-151.175
2.37723E-11,-151.075
1.9134E-11,-150.975
3.20298E-12,-150.875
2.68542E-11,-150.775
5.49432E-12,-150.675
1.38725E-11,-150.575
6.99669E-12,-150.475
5.5534E-12,-150.375
1.14549E-11,-150.275
2.69739E-11,-150.175
1.97689E-11,-150.075
4.06892E-11,-149.975
2.74679E-11,-149.875
4.50151E-11,-149.775
4.67375E-11,-149.675
3.15355E-11,-149.575
2.12339E-11,-149.475
2.17637E-11,-149.375
3.44549E-11,-149.275
2.78089E-11,-149.175
3.70517E-11,-149.075
1.03352E-11,-148.975
3.18577E-11,-148.875
3.87777E-11,-148.775
3.64692E-11,-148.675
1.78912E-11,-148.575
1.79966E-11,-148.475
4.71912E-12,-148.375
1.33003E-11,-148.275
1.82454E-11,-148.175
1.18937E-11,-148.075
8.5822E-12,-147.975
4.49018E-11,-147.875
2.23103E-11,-147.775
9.81655E-12,-147.675
1.71619E-11,-147.575
3.21312E-11,-147.475
1.69553E-11,-147.375
2.29308E-11,-147.275
4.19481E-11,-147.175
2.30039E-11,-147.075
1.09271E-11,-146.975
1.37066E-11,-146.875
4.49122E-11,-146.775
4.10405E-12,-146.675
2.5022E-11,-146.575
2.57073E-11,-146.475
2.63588E-11,-146.375
3.49863E-11,-146.275
8.15757E-11,-146.175
1.12262E-11,-146.075
7.34147E-12,-145.975
2.47393E-11,-145.875
3.41027E-11,-145.775
2.7466E-11,-145.675
3.31283E-11,-145.575
6.27783E-12,-145.475
3.58494E-11,-145.375
3.11593E-11,-145.275
3.94127E-11,-145.175
9.9603E-12,-145.075
1.21469E-11,-144.975
3.57816E-11,-144.875
3.07523E-11,-144.775
2.2286E-11,-144.675
2.04303E-11,-144.575
3.01692E-11,-144.475
1.18072E-11,-144.375
1.17844E-11,-144.275
1.94725E-11,-144.175
1.38085E-11,-144.075
1.9529E-11,-143.975
1.52659E-11,-143.875
1.57704E-11,-143.775
1.02916E-11,-143.675
2.54143E-11,-143.575
2.15801E-11,-143.475
7.51389E-12,-143.375
1.00038E-11,-143.275
1.47503E-11,-143.175
1.66729E-11,-143.075
4.45E-11,-142.975
3.4991E-11,-142.875
3.01261E-11,-142.775
1.25387E-11,-142.675
8.02402E-12,-142.575
2.42575E-11,-142.475
2.55901E-11,-142.375
1.35266E-11,-142.275
4.88251E-12,-142.175
8.8835E-12,-142.075
9.33917E-12,-141.975
5.14309E-12,-141.875
3.28292E-11,-141.775
1.55051E-11,-141.675
3.49468E-11,-141.575
4.76453E-11,-141.475
3.82091E-11,-141.375
1.34143E-11,-141.275
1.10865E-11,-141.175
7.51107E-12,-141.075
3.5243E-11,-140.975
2.52013E-11,-140.875
1.44391E-11,-140.775
7.29871E-12,-140.675
1.97156E-11,-140.575
1.44121E-11,-140.475
6.92522E-12,-140.375
3.41989E-11,-140.275
1.28983E-11,-140.175
1.78289E-11,-140.075
2.91987E-11,-139.975
3.04022E-11,-139.875
1.15781E-11,-139.775
3.91991E-12,-139.675
2.58799E-11,-139.575
1.37965E-11,-139.475
2.31212E-11,-139.375
6.44726E-12,-139.275
1.94727E-11,-139.175
3.33045E-11,-139.075
5.2478E-12,-138.975
2.62325E-11,-138.875
2.88829E-11,-138.775
5.78791E-11,-138.675
2.24703E-11,-138.575
2.75322E-11,-138.475
1.13152E-11,-138.375
3.89408E-11,-138.275
1.34235E-11,-138.175
4.68604E-11,-138.075
5.67594E-11,-137.975
4.52877E-11,-137.875
4.12681E-11,-137.775
3.31472E-11,-137.675
1.34631E-11,-137.575
4.52745E-11,-137.475
3.58945E-11,-137.375
2.6209E-11,-137.275
1.22569E-11,-137.175
7.13922E-12,-137.075
3.38068E-11,-136.975
1.22626E-11,-136.875
1.65724E-11,-136.775
1.30455E-11,-136.675
2.43138E-11,-136.575
3.5851E-12,-136.475
1.60052E-11,-136.375
4.08127E-11,-136.275
1.76872E-11,-136.175
1.45079E-11,-136.075
9.57926E-12,-135.975
1.17809E-11,-135.875
1.23963E-11,-135.775
9.53728E-12,-135.675
5.69436E-11,-135.575
1.88498E-11,-135.475
1.94855E-11,-135.375
3.66925E-11,-135.275
3.72439E-11,-135.175
3.09968E-11,-135.075
1.59703E-11,-134.975
3.24871E-11,-134.875
2.0181E-12,-134.775
9.46381E-12,-134.675
1.62372E-11,-134.575
5.72596E-12,-134.475
3.94559E-11,-134.375
2.33935E-11,-134.275
4.25317E-12,-134.175
9.21464E-12,-134.075
9.22823E-12,-133.975
5.20988E-12,-133.875
1.11559E-11,-133.775
1.11125E-11,-133.675
6.50398E-12,-133.575
4.46326E-12,-133.475
1.03649E-11,-133.375
3.7188E-11,-133.275
8.75732E-12,-133.175
2.68593E-11,-133.075
6.8735E-12,-132.975
3.55886E-11,-132.875
4.59996E-12,-132.775
4.04003E-11,-132.675
1.90947E-11,-132.575
2.39284E-11,-132.475
1.83861E-11,-132.375
2.20859E-11,-132.275
1.43267E-11,-132.175
2.79417E-11,-132.075
3.44382E-11,-131.975
1.62479E-11,-131.875
1.33876E-11,-131.775
2.12384E-11,-131.675
9.52415E-12,-131.575
2.24579E-11,-131.475
3.66394E-11,-131.375
4.69674E-12,-131.275
1.98878E-11,-131.175
2.3244E-11,-131.075
1.10822E-11,-130.975
4.49121E-11,-130.875
2.71535E-11,-130.775
8.82905E-12,-130.675
3.81657E-11,-130.575
1.41026E-11,-130.475
4.50085E-11,-130.375
1.69017E-11,-130.275
7.51801E-12,-130.175
1.6593E-11,-130.075
1.34638E-11,-129.975
1.20273E-11,-129.875
1.90106E-11,-129.775
6.02387E-12,-129.675
3.4279E-11,-129.575
3.88275E-11,-129.475
1.25897E-11,-129.375
2.74957E-11,-129.275
1.76369E-11,-129.175
3.38254E-12,-129.075
2.58435E-11,-128.975
1.56184E-11,-128.875
4.33326E-12,-128.775
2.51044E-11,-128.675
3.82603E-11,-128.575
9.01115E-12,-128.475
1.44158E-11,-128.375
4.02273E-11,-128.275
1.24236E-11,-128.175
2.98668E-11,-128.075
8.22059E-12,-127.975
1.30753E-11,-127.875
1.83758E-11,-127.775
9.35087E-12,-127.675
1.61546E-11,-127.575
2.90654E-11,-127.475
3.28029E-11,-127.375
2.15111E-11,-127.275
8.44949E-12,-127.175
1.11555E-11,-127.075
2.41513E-11,-126.975
4.64844E-11,-126.875
1.12286E-11,-126.775
1.27489E-11,-126.675
1.34311E-11,-126.575
3.90838E-11,-126.475
2.29078E-11,-126.375
7.88384E-12,-126.275
4.23395E-12,-126.175
2.99128E-11,-126.075
6.2644E-12,-125.975
1.09298E-11,-125.875
4.16635E-11,-125.775
2.23082E-11,-125.675
4.02272E-11,-125.575
3.62734E-11,-125.475
3.83059E-11,-125.375
2.09422E-11,-125.275
1.51927E-11,-125.175
8.67979E-12,-125.075
9.63339E-12,-124.975
1.89143E-11,-124.875
4.71062E-11,-124.775
1.2266E-11,-124.675
1.36431E-11,-124.575
1.09394E-11,-124.475
5.14942E-11,-124.375
2.8023E-11,-124.275
2.51695E-11,-124.175
1.7225E-11,-124.075
2.71664E-11,-123.975
4.03359E-12,-123.875
1.70951E-11,-123.775
1.02859E-11,-123.675
1.55721E-11,-123.575
2.92184E-11,-123.475
1.88214E-11,-123.375
3.98348E-11,-123.275
3.00362E-11,-123.175
1.24024E-11,-123.075
2.978E-11,-122.975
1.93468E-11,-122.875
7.40223E-12,-122.775
2.55534E-11,-122.675
1.91468E-11,-122.575
3.58606E-11,-122.475
8.44961E-12,-122.375
3.20958E-11,-122.275
1.01156E-11,-122.175
4.24049E-11,-122.075
5.99179E-12,-121.975
1.04177E-11,-121.875
2.96749E-11,-121.775
3.63507E-12,-121.675
2.41316E-11,-121.575
8.05037E-12,-121.475
5.05197E-12,-121.375
2.27717E-11,-121.275
2.88228E-11,-121.175
4.54373E-11,-121.075
1.32341E-11,-120.975
1.2769E-11,-120.875
2.73401E-11,-120.775
4.67965E-12,-120.675
4.91948E-11,-120.575
2.35297E-11,-120.475
7.38652E-11,-120.375
8.00055E-12,-120.275
1.13424E-11,-120.175
1.62972E-11,-120.075
1.58418E-11,-119.975
1.28754E-11,-119.875
1.05575E-11,-119.775
2.45372E-11,-119.675
1.46141E-11,-119.575
2.45003E-11,-119.475
4.71342E-12,-119.375
2.71469E-11,-119.275
1.86237E-11,-119.175
2.14888E-11,-119.075
1.07178E-11,-118.975
2.38293E-11,-118.875
4.30697E-11,-118.775
2.5563E-11,-118.675
1.38639E-11,-118.575
6.12838E-12,-118.475
2.48656E-11,-118.375
2.76324E-11,-118.275
6.39743E-12,-118.175
1.93605E-11,-118.075
2.05026E-11,-117.975
3.19945E-11,-117.875
3.23071E-11,-117.775
1.42362E-11,-117.675
1.47247E-11,-117.575
1.48078E-11,-117.475
3.0209E-11,-117.375
1.18743E-11,-117.275
1.08234E-11,-117.175
2.45869E-11,-117.075
2.06431E-11,-116.975
2.65837E-11,-116.875
6.03865E-12,-116.775
1.80598E-11,-116.675
3.78851E-11,-116.575
5.34299E-11,-116.475
2.61377E-11,-116.375
4.73327E-11,-116.275
3.41921E-11,-116.175
1.48677E-11,-116.075
4.7529E-11,-115.975
1.13885E-11,-115.875
2.6055E-11,-115.775
4.51542E-11,-115.675
2.13881E-11,-115.575
3.1522E-11,-115.475
2.66978E-11,-115.375
1.60104E-11,-115.275
2.76059E-11,-115.175
1.59466E-11,-115.075
1.94977E-11,-114.975
4.25313E-12,-114.875
1.27157E-11,-114.775
1.58285E-11,-114.675
3.20012E-11,-114.575
4.62248E-12,-114.475
9.53696E-12,-114.375
9.90953E-12,-114.275
1.16846E-11,-114.175
2.7792E-11,-114.075
9.57374E-12,-113.975
2.17535E-11,-113.875
2.24255E-11,-113.775
1.43722E-11,-113.675
2.50177E-11,-113.575
3.59411E-11,-113.475
3.37774E-11,-113.375
9.71699E-12,-113.275
1.11624E-11,-113.175
2.1847E-11,-113.075
2.2218E-11,-112.975
2.50542E-11,-112.875
1.95131E-11,-112.775
1.907E-11,-112.675
1.09364E-11,-112.575
3.61838E-11,-112.475
1.5818E-11,-112.375
2.75591E-11,-112.275
3.30119E-11,-112.175
1.89713E-11,-112.075
4.66176E-11,-111.975
6.61986E-11,-111.875
1.61699E-11,-111.775
2.56301E-11,-111.675
4.25412E-11,-111.575
5.21527E-12,-111.475
5.73644E-12,-111.375
2.73594E-11,-111.275
2.01578E-11,-111.175
1.44114E-11,-111.075
5.88761E-11,-110.975
2.90735E-11,-110.875
2.87354E-11,-110.775
3.21976E-11,-110.675
3.80462E-11,-110.575
3.42222E-11,-110.475
1.74117E-11,-110.375
2.27883E-11,-110.275
2.49084E-11,-110.175
3.03467E-11,-110.075
2.50542E-11,-109.975
1.11705E-11,-109.875
7.40468E-12,-109.775
6.27464E-12,-109.675
4.5347E-12,-109.575
1.23923E-11,-109.475
2.2974E-11,-109.375
3.69214E-11,-109.275
3.91402E-11,-109.175
4.20393E-11,-109.075
1.84114E-11,-108.975
3.07941E-11,-108.875
2.31499E-11,-108.775
6.52274E-12,-108.675
7.13101E-12,-108.575
1.23004E-11,-108.475
2.39456E-11,-108.375
1.79359E-11,-108.275
3.67225E-11,-108.175
2.80482E-11,-108.075
1.40996E-11,-107.975
8.98807E-12,-107.875
2.89058E-11,-107.775
2.11119E-11,-107.675
4.51752E-11,-107.575
2.65447E-11,-107.475
9.64356E-12,-107.375
1.35532E-11,-107.275
2.61027E-11,-107.175
2.35393E-11,-107.075
1.7478E-11,-106.975
6.80023E-12,-106.875
1.13057E-11,-106.775
2.18951E-11,-106.675
2.97717E-11,-106.575
1.47709E-11,-106.475
8.679E-12,-106.375
1.04154E-11,-106.275
1.87913E-11,-106.175
1.95525E-11,-106.075
9.51226E-12,-105.975
4.59558E-11,-105.875
1.1744E-11,-105.775
1.37731E-11,-105.675
4.57366E-11,-105.575
1.04646E-11,-105.475
4.18847E-11,-105.375
4.39682E-11,-105.275
3.56118E-11,-105.175
4.50218E-11,-105.075
2.41583E-11,-104.975
4.59993E-11,-104.875
9.19517E-12,-104.775
1.19866E-11,-104.675
2.37303E-11,-104.575
2.4425E-11,-104.475
1.73161E-11,-104.375
8.75507E-12,-104.275
7.00964E-12,-104.175
3.74442E-11,-104.075
3.34516E-11,-103.975
2.0301E-11,-103.875
3.82757E-11,-103.775
2.7699E-11,-103.675
8.3297E-12,-103.575
4.70872E-12,-103.475
2.09291E-11,-103.375
4.21359E-11,-103.275
2.09551E-11,-103.175
2.98236E-11,-103.075
4.69327E-12,-102.975
1.89147E-11,-102.875
5.30811E-12,-102.775
4.38053E-11,-102.675
1.66457E-11,-102.575
2.54842E-11,-102.475
1.98916E-11,-102.375
2.29445E-11,-102.275
4.42705E-11,-102.175
3.29231E-11,-102.075
5.42937E-11,-101.975
2.649E-11,-101.875
4.68934E-11,-101.775
2.3769E-11,-101.675
8.35615E-12,-101.575
1.30843E-11,-101.475
2.39055E-11,-101.375
2.68026E-11,-101.275
3.6779E-11,-101.175
3.67256E-11,-101.075
1.53659E-11,-100.975
3.94825E-11,-100.875
5.62027E-12,-100.775
2.42843E-11,-100.675
3.83795E-11,-100.575
2.61468E-11,-100.475
2.38626E-11,-100.375
3.19435E-11,-100.275
2.93298E-11,-100.175
2.88023E-11,-100.075
4.56935E-11,-99.975
3.69385E-11,-99.875
1.69189E-11,-99.775
3.14822E-11,-99.675
3.09286E-12,-99.575
2.53766E-11,-99.475
2.57052E-11,-99.375
1.77207E-11,-99.275
2.44639E-11,-99.175
2.42599E-11,-99.075
3.68421E-11,-98.975
6.451E-12,-98.875
1.20402E-11,-98.775
9.5406E-12,-98.675
6.85632E-12,-98.575
4.62386E-11,-98.475
2.26084E-11,-98.375
2.03094E-11,-98.275
1.91511E-11,-98.175
4.71064E-11,-98.075
1.07534E-11,-97.975
2.01897E-11,-97.875
2.38092E-11,-97.775
2.47459E-11,-97.675
3.25864E-11,-97.575
1.66653E-11,-97.475
8.07022E-12,-97.375
3.74275E-11,-97.275
3.00909E-11,-97.175
1.57709E-11,-97.075
2.93314E-11,-96.975
4.12841E-11,-96.875
1.44582E-11,-96.775
1.53588E-11,-96.675
3.30187E-11,-96.575
4.73889E-11,-96.475
2.14441E-11,-96.375
3.90447E-12,-96.275
7.34846E-12,-96.175
3.46644E-11,-96.075
1.64463E-11,-95.975
2.54788E-11,-95.875
2.45792E-11,-95.775
1.90839E-11,-95.675
2.53944E-11,-95.575
2.32202E-11,-95.475
1.07567E-11,-95.375
4.20425E-11,-95.275
1.62765E-11,-95.175
1.07768E-11,-95.075
1.2774E-11,-94.975
4.17698E-11,-94.875
1.54251E-11,-94.775
4.06028E-11,-94.675
2.70697E-11,-94.575
2.94113E-11,-94.475
1.43329E-11,-94.375
3.00228E-11,-94.275
2.04928E-11,-94.175
4.13275E-11,-94.075
1.32372E-11,-93.975
2.71336E-11,-93.875
4.83304E-12,-93.775
6.69685E-12,-93.675
8.27667E-12,-93.575
4.25315E-11,-93.475
1.47411E-11,-93.375
3.03583E-11,-93.275
1.16018E-11,-93.175
4.77951E-11,-93.075
3.93063E-12,-92.975
4.66907E-11,-92.875
1.73121E-11,-92.775
1.43785E-11,-92.675
1.18772E-11,-92.575
8.54026E-12,-92.475
1.97785E-11,-92.375
3.41686E-11,-92.275
8.53608E-12,-92.175
2.16475E-11,-92.075
1.86483E-11,-91.975
4.37729E-12,-91.875
2.8412E-11,-91.775
6.47408E-12,-91.675
3.21375E-11,-91.575
2.82447E-11,-91.475
3.77702E-11,-91.375
6.13821E-12,-91.275
4.34489E-11,-91.175
6.9355E-11,-91.075
2.79872E-11,-90.975
2.68172E-11,-90.875
4.39048E-11,-90.775
3.05142E-11,-90.675
3.935E-11,-90.575
4.1874E-12,-90.475
1.33688E-11,-90.375
1.22199E-11,-90.275
4.1763E-11,-90.175
3.48967E-11,-90.075
2.9387E-11,-89.975
3.66985E-11,-89.875
2.34662E-11,-89.775
2.15976E-11,-89.675
1.90274E-11,-89.575
7.05362E-12,-89.475
2.57968E-11,-89.375
8.41615E-12,-89.275
2.93881E-11,-89.175
1.75897E-11,-89.075
1.99284E-11,-88.975
1.07336E-11,-88.875
4.16935E-11,-88.775
1.07301E-11,-88.675
1.66959E-11,-88.575
3.02557E-11,-88.475
3.06707E-11,-88.375
1.89771E-11,-88.275
1.0213E-11,-88.175
8.05043E-12,-88.075
1.10095E-11,-87.975
5.58672E-12,-87.875
1.74232E-11,-87.775
9.66354E-12,-87.675
4.15803E-11,-87.575
4.19197E-11,-87.475
1.86284E-11,-87.375
6.05512E-12,-87.275
3.52196E-11,-87.175
3.09735E-11,-87.075
1.15982E-11,-86.975
3.00992E-11,-86.875
1.38095E-11,-86.775
1.3132E-11,-86.675
8.07406E-12,-86.575
9.13565E-11,-86.475
1.002E-11,-86.375
1.3759E-11,-86.275
5.88905E-12,-86.175
2.40881E-11,-86.075
2.59725E-11,-85.975
2.11611E-11,-85.875
1.65427E-11,-85.775
1.50508E-11,-85.675
2.5695E-11,-85.575
2.29242E-11,-85.475
1.24423E-11,-85.375
3.77498E-11,-85.275
5.03584E-12,-85.175
1.45712E-11,-85.075
4.35224E-11,-84.975
2.49392E-11,-84.875
2.53477E-11,-84.775
4.16003E-11,-84.675
1.99777E-11,-84.575
2.64253E-11,-84.475
2.46995E-11,-84.375
2.23625E-11,-84.275
2.7689E-11,-84.175
2.7206E-11,-84.075
1.61445E-11,-83.975
2.28008E-11,-83.875
3.7145E-11,-83.775
3.34844E-11,-83.675
8.4999E-12,-83.575
1.29248E-11,-83.475
1.5247E-11,-83.375
2.1255E-11,-83.275
3.86819E-11,-83.175
4.16771E-11,-83.075
1.7421E-11,-82.975
1.62131E-11,-82.875
2.85968E-11,-82.775
2.12948E-11,-82.675
2.98891E-11,-82.575
2.09923E-11,-82.475
1.3155E-11,-82.375
1.57284E-11,-82.275
2.35832E-11,-82.175
1.00989E-11,-82.075
6.53933E-12,-81.975
2.63255E-11,-81.875
1.112E-11,-81.775
1.76106E-11,-81.675
7.55153E-12,-81.575
1.10604E-11,-81.475
2.12048E-11,-81.375
1.42193E-11,-81.275
9.63631E-12,-81.175
1.07137E-11,-81.075
3.88909E-11,-80.975
9.30869E-12,-80.875
1.28758E-11,-80.775
4.68323E-12,-80.675
1.95292E-11,-80.575
2.58094E-11,-80.475
1.04478E-11,-80.375
3.52129E-11,-80.275
2.23883E-11,-80.175
6.71035E-12,-80.075
1.60339E-11,-79.975
1.13866E-11,-79.875
1.44877E-11,-79.775
1.50336E-11,-79.675
1.70031E-11,-79.575
1.8026E-11,-79.475
2.69729E-11,-79.375
1.92637E-11,-79.275
1.39825E-11,-79.175
3.55118E-11,-79.075
5.88123E-11,-78.975
3.64136E-11,-78.875
4.35117E-11,-78.775
1.807E-11,-78.675
4.17234E-11,-78.575
3.44946E-11,-78.475
2.30942E-11,-78.375
1.43726E-11,-78.275
8.08037E-12,-78.175
1.99941E-11,-78.075
1.31788E-11,-77.975
2.74641E-11,-77.875
5.14438E-11,-77.775
5.39065E-12,-77.675
5.97549E-12,-77.575
2.86133E-11,-77.475
4.01601E-11,-77.375
6.21236E-11,-77.275
8.25229E-11,-77.175
2.64281E-11,-77.075
4.39684E-11,-76.975
4.79284E-11,-76.875
5.29385E-11,-76.775
6.14584E-11,-76.675
1.4306E-11,-76.575
4.4359E-12,-76.475
4.67341E-11,-76.375
2.36292E-11,-76.275
2.82047E-11,-76.175
2.2582E-11,-76.075
5.88926E-12,-75.975
8.41293E-12,-75.875
2.12178E-11,-75.775
1.63128E-11,-75.675
1.00493E-11,-75.575
2.1912E-11,-75.475
4.81148E-11,-75.375
3.12365E-11,-75.275
2.91387E-11,-75.175
3.18551E-11,-75.075
9.61993E-12,-74.975
1.47643E-11,-74.875
1.12592E-11,-74.775
2.76588E-11,-74.675
3.35674E-11,-74.575
2.26778E-11,-74.475
1.72169E-11,-74.375
3.31119E-11,-74.275
1.50259E-11,-74.175
4.05895E-11,-74.075
2.2668E-11,-73.975
7.89429E-12,-73.875
1.6333E-11,-73.775
2.51754E-11,-73.675
4.28174E-11,-73.575
1.12683E-11,-73.475
3.5319E-11,-73.375
5.76614E-12,-73.275
3.69174E-12,-73.175
1.00458E-11,-73.075
6.71693E-12,-72.975
3.95825E-11,-72.875
1.76267E-11,-72.775
1.53191E-11,-72.675
9.86969E-12,-72.575
2.35994E-11,-72.475
1.16807E-11,-72.375
2.987E-11,-72.275
6.17518E-11,-72.175
3.99861E-11,-72.075
3.07542E-11,-71.975
2.32972E-11,-71.875
4.81689E-11,-71.775
2.25557E-11,-71.675
7.90396E-12,-71.575
8.84198E-12,-71.475
2.10006E-11,-71.375
4.73393E-11,-71.275
2.58098E-11,-71.175
4.837E-11,-71.075
3.13996E-11,-70.975
1.84438E-11,-70.875
7.94714E-12,-70.775
1.9314E-11,-70.675
4.06128E-11,-70.575
5.52001E-12,-70.475
2.37478E-11,-70.375
2.53946E-11,-70.275
2.51642E-11,-70.175
2.09289E-11,-70.075
9.35439E-12,-69.975
2.70638E-11,-69.875
4.81874E-11,-69.775
4.89553E-11,-69.675
6.95978E-11,-69.575
1.718E-11,-69.475
4.97679E-12,-69.375
8.67892E-12,-69.275
2.46766E-11,-69.175
1.06672E-11,-69.075
3.39961E-11,-68.975
4.61056E-11,-68.875
3.06868E-11,-68.775
5.60591E-11,-68.675
2.6811E-11,-68.575
2.4062E-11,-68.475
2.3267E-11,-68.375
3.40991E-11,-68.275
3.99445E-11,-68.175
1.30242E-11,-68.075
1.16808E-11,-67.975
1.88684E-11,-67.875
1.92768E-11,-67.775
2.15994E-11,-67.675
1.72083E-11,-67.575
1.42716E-11,-67.475
2.79418E-11,-67.375
2.90458E-11,-67.275
2.28645E-11,-67.175
1.30942E-11,-67.075
1.32776E-11,-66.975
1.27548E-11,-66.875
3.27068E-11,-66.775
3.45644E-11,-66.675
2.79209E-11,-66.575
2.30659E-11,-66.475
5.59394E-11,-66.375
2.20801E-11,-66.275
1.69388E-11,-66.175
2.05495E-11,-66.075
5.08668E-11,-65.975
1.70386E-11,-65.875
2.519E-11,-65.775
1.96169E-11,-65.675
2.7461E-10,-65.575
2.59987E-10,-65.475
3.13188E-10,-65.375
5.75703E-10,-65.275
1.05344E-10,-65.175
3.11583E-10,-65.075
5.23667E-11,-64.975
3.35236E-11,-64.875
1.87489E-11,-64.775
3.13205E-11,-64.675
4.56767E-11,-64.575
4.16702E-11,-64.475
1.22831E-11,-64.375
1.58276E-11,-64.275
7.8097E-12,-64.175
2.69738E-11,-64.075
9.128E-12,-63.975
2.38255E-11,-63.875
4.13575E-11,-63.775
2.32821E-11,-63.675
2.07431E-11,-63.575
2.31438E-11,-63.475
4.4407E-11,-63.375
5.46082E-10,-63.275
7.39654E-10,-63.175
3.20605E-11,-63.075
5.77223E-11,-62.975
2.44932E-11,-62.875
5.98954E-11,-62.775
2.77653E-11,-62.675
2.17302E-11,-62.575
3.81255E-11,-62.475
2.14211E-11,-62.375
3.45646E-11,-62.275
2.11733E-11,-62.175
2.6488E-11,-62.075
3.61871E-11,-61.975
9.99676E-11,-61.875
2.36429E-11,-61.775
2.5667E-11,-61.675
2.14774E-11,-61.575
2.90921E-11,-61.475
1.65373E-11,-61.375
7.03963E-12,-61.275
6.44719E-12,-61.175
6.63386E-12,-61.075
3.47705E-11,-60.975
3.42355E-11,-60.875
1.7351E-11,-60.775
7.3284E-12,-60.675
1.63437E-11,-60.575
3.94843E-11,-60.475
4.71975E-11,-60.375
1.77741E-11,-60.275
1.04479E-11,-60.175
2.74625E-11,-60.075
3.44683E-11,-59.975
7.61828E-12,-59.875
3.99179E-11,-59.775
1.86025E-11,-59.675
3.2889E-11,-59.575
1.50466E-11,-59.475
2.82379E-11,-59.375
2.81977E-11,-59.275
2.22359E-11,-59.175
4.7602E-11,-59.075
3.98776E-11,-58.975
4.5803E-11,-58.875
3.70018E-11,-58.775
2.96038E-11,-58.675
3.45744E-11,-58.575
4.89224E-11,-58.475
1.26092E-11,-58.375
1.77869E-11,-58.275
1.56314E-11,-58.175
4.50584E-11,-58.075
2.30397E-10,-57.975
4.03295E-10,-57.875
1.1134E-10,-57.775
3.43413E-11,-57.675
4.57298E-11,-57.575
4.39051E-11,-57.475
2.82411E-11,-57.375
3.49799E-11,-57.275
5.95746E-11,-57.175
7.89769E-11,-57.075
3.91066E-11,-56.975
1.96591E-11,-56.875
2.86468E-11,-56.775
2.07063E-11,-56.675
1.31839E-11,-56.575
2.43309E-11,-56.475
6.17992E-11,-56.375
2.84133E-11,-56.275
1.14482E-11,-56.175
4.78247E-11,-56.075
1.5712E-11,-55.975
1.1738E-11,-55.875
2.46134E-11,-55.775
4.21658E-11,-55.675
1.16725E-10,-55.575
1.06343E-09,-55.475
2.57052E-09,-55.375
1.20694E-10,-55.275
2.20981E-11,-55.175
2.81754E-11,-55.075
4.63319E-11,-54.975
3.75249E-10,-54.875
3.25261E-10,-54.775
3.78523E-11,-54.675
2.84129E-11,-54.575
3.54057E-11,-54.475
9.33126E-12,-54.375
1.73978E-11,-54.275
3.41194E-11,-54.175
1.25024E-11,-54.075
1.17313E-11,-53.975
1.47876E-11,-53.875
3.36271E-11,-53.775
1.21298E-11,-53.675
4.46429E-11,-53.575
1.66554E-11,-53.475
2.13629E-11,-53.375
9.14814E-11,-53.275
1.70011E-11,-53.175
1.90065E-11,-53.075
7.47272E-11,-52.975
3.02636E-11,-52.875
3.36736E-11,-52.775
4.42242E-11,-52.675
1.54719E-11,-52.575
2.82438E-11,-52.475
2.54926E-11,-52.375
8.10822E-11,-52.275
7.76321E-11,-52.175
2.30675E-11,-52.075
5.51796E-11,-51.975
4.99302E-11,-51.875
8.4272E-11,-51.775
1.29977E-10,-51.675
3.37947E-11,-51.575
2.5887E-11,-51.475
9.39916E-11,-51.375
3.77135E-11,-51.275
9.95298E-12,-51.175
4.66443E-11,-51.075
8.13367E-11,-50.975
2.44689E-11,-50.875
4.68971E-11,-50.775
9.31539E-11,-50.675
1.4302E-10,-50.575
7.09818E-10,-50.475
4.79383E-09,-50.375
1.31838E-09,-50.275
2.02562E-10,-50.175
5.44336E-11,-50.075
3.3406E-11,-49.975
5.54642E-11,-49.875
1.0484E-10,-49.775
5.81314E-11,-49.675
4.86963E-11,-49.575
5.5877E-11,-49.475
6.88478E-11,-49.375
2.00933E-10,-49.275
1.5521E-10,-49.175
6.0508E-11,-49.075
1.25715E-10,-48.975
1.49462E-10,-48.875
2.07226E-09,-48.775
5.65699E-09,-48.675
8.14262E-10,-48.575
1.26928E-10,-48.475
1.44952E-10,-48.375
6.98559E-11,-48.275
4.36114E-11,-48.175
9.29837E-11,-48.075
4.74025E-11,-47.975
4.10711E-11,-47.875
5.54873E-11,-47.775
5.86747E-11,-47.675
